Name,Price,Rating,Reviews,Category,Region,Type,ABV,IBU,Tasting_Notes,Food_Pairing,Suggested_Glassware,Suggested_Serving_Temperature,Calories Per Serving (12 Oz),Carbs Per Serving (12 Oz),Features
TUPPS Brewery DDH (Monthly rotating series),16.98,5,1,New England / Hazy IPA,"Texas, United States","Craft, Independent Craft Brewer",7%,40,"Apricot, Floral, Fruity, Grapefruit, Hoppy, Intense, Silky, Stone Fruit, Tropical Fruit","Chicken, Cured Meats, Duck & Game Bird, Fruit - Citrus, Fruit - Dried, Fruit - Sweet, Lamb, Pasta, Pork, Salads & Greens",Snifter/Goblet/Chalice,45-50° F,,,
Basic Seltzer Variety Pack,17.99,,,Hard Seltzer,United States,Variety Pack,4.5%,1,"Citrus, Crisp, Fresh, Grapefruit, Light, Smooth",,Snifter/Goblet/Chalice,40-45° F,90,1,Gluten Reduced
Bell's Double Two Hearted DIPA,3.99,4.8,3,Imperial / Double IPA,"Michigan, United States","Craft, Seasonal",11%,80,"Citrus, Hoppy, Pine",,Snifter/Goblet/Chalice,45-50° F,,,
New Image Brewing East Coast Transplant,0.0,5,1,Imperial / Double IPA,"Colorado, United States",,8.5%,85,,,Snifter/Goblet/Chalice,50-55° F,,,
Liquid Mechanics Both Coast IPA,11.99,,,IPA,"Colorado, United States",,6.1%,40,,,Pint Glass,45-50° F,,,
Crosstown Brewing Siren Blonde Ale,11.24,,,Golden / Blonde Ale,"Tennessee, United States",,5.2%,,,,Pint Glass,45-50° F,,,
Allagash Little Grove Blackcurrant Sparkling Session Ale,13.5,,,Fruit Beer,"Maine, United States","Craft, Independent Craft Brewer",3.8%,,"Bright, Crisp, Currant, Light, Tart",,,,100,,
Voodoo Ranger Juicy Haze IPA,12.69,4.8,29,New England / Hazy IPA,"Colorado, United States",Craft,7.5%,42,"Creamy, Hoppy","Cheese - Blue, Cheese - Creamy & Bloomy, Dessert - Vanilla & Caramel, Fish - Meaty & Oily, Mushrooms, Root Vegetables","Pint Glass, Snifter/Goblet/Chalice",45-50° F,230,16,Kosher
DC Brau Full Count Lager,13.99,,,Light Lager,"Washington, DC, United States",,4.5%,,,,Pilsner Glass,35-40° F,,,
Two Roots Brewing Co. Enough Said - Non-Alcoholic Helles,11.99,4.3,1,Non-Alcoholic Beer,"California, United States",Non-Alcoholic,0.5%,,,,,,80,18,
Duchesse De Bourgogne Sour Cherry,23.49,4.3,1,Flanders Red / Brown,Belgium,,6.8%,,,,Snifter/Goblet/Chalice,45-50° F,,,
Bravus Brewing Company Non-Alcoholic IPA,8.99,,,Non-Alcoholic Beer,"California, United States",Non-Alcoholic,0.4%,45,,,,35-40° F,100,,Non-Alcoholic
Alaskan Kölsch,10.49,4.5,1,Kölsch,"Alaska, United States",,5.3%,18,,,Stange,40-45° F,,,
Allagash Haunted House,14.99,,,Belgian-Style Ale,"Maine, United States","Craft, Seasonal, Independent Craft Brewer",8.66%,,"Coffee, Hoppy, Malty, Roasted",,Snifter/Goblet/Chalice,45-50° F,,,
Two Lane American Golden Lager Craft Beer,1.55,4.6,263,American-Style Lager,"Virginia, United States",,4.2%,,,,Pilsner Glass,35-40° F,99,4,
SeekOut Hard Seltzer Pineapple & Passionfruit,10.99,,,Hard Seltzer,"Oregon, United States",Craft,5%,,"Tropical, Tropical Fruit",,Snifter/Goblet/Chalice,40-45° F,100,2,Gluten Reduced
Flying Embers Mango Coconut Hard Kombucha,24.99,,,Hard Kombucha,"California, United States",,7%,,"Coconut, Fruity, Tropical, Tropical Fruit",,,,130,0,Organic
Flying Embers Watermelon Hard Kombucha,15.99,4.9,2,Hard Kombucha,United States,Craft,4.5%,,"Bright, Salty, Watermelon",,,,85,0,"Gluten-Free, Organic"
Flying Embers Sweet & Heat Variety Pack Hard Seltzer,12.99,4.5,4,Hard Seltzer,"California, United States",Variety Pack,5%,,"Citrus, Crisp, Fresh, Fruity, Guava, Pineapple, Spicy, Watermelon",,Snifter/Goblet/Chalice,40-45° F,,,Organic
Mikkeller Rotating Beer Series - Burst!,13.99,4.8,3,American Pale Ale,"California, United States","Craft, Seasonal",5.5%,,,,Pint Glass,45-50° F,,,
Avery Lager,10.99,,,American-Style Lager,"Colorado, United States","Independent Craft Brewer, Craft",5%,,,,Pint Glass,35-40° F,,,
Allagash Haunted House,14.99,,,Belgian-Style Ale,"Maine, United States","Craft, Seasonal, Independent Craft Brewer",8.66%,,"Coffee, Hoppy, Malty, Roasted",,Snifter/Goblet/Chalice,45-50° F,,,
Flying Embers Botanicals & Bitters Variety Pack Hard Seltzer,29.99,4.6,4,Hard Seltzer,"California, United States",Variety Pack,5%,,"Bright, Cherry, Floral, Fresh, Fruity, Passionfruit, Rose Petal, Tropical Fruit",,Snifter/Goblet/Chalice,40-45° F,95,0,Organic
Flying Embers Variety Pack Hard Seltzer,21.99,4.2,3,Hard Seltzer,United States,Variety Pack,5%,,"Berry, Bright, Cherry, Citrus, Floral, Fresh, Fruity, Passionfruit, Rose Petal, Tropical, Tropical Fruit, Watermelon",,Snifter/Goblet/Chalice,40-45° F,95,0,"Gluten-Free, Organic"
Voodoo Ranger Imperial IPA,12.99,4.7,77,Imperial / Double IPA,"Colorado, United States",Craft,9%,70,"Bitter, Citrus, Hoppy, Strong","Cheese - Blue, Cheese - Creamy & Bloomy, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Cheese - Stinky, Cured Meats, Fish - Meaty & Oily, Mushrooms, Root Vegetables",Snifter/Goblet/Chalice,50-55° F,250,17,Kosher
Avery Brewing White Rascal,11.99,4.8,5,Witbier,"Colorado, United States","Independent Craft Brewer, Craft",5.6%,22,"Creamy, Citrus, Yeasty","Duck & Game Bird, Salads & Greens",Snifter/Goblet/Chalice,45-50° F,,,
Downeast Cider White,10.99,4.8,1,Cider,United States,"Craft, Independent Craft Brewer",5.5%,,"Bright, Crisp, Floral",,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,160,14,Gluten Reduced
Two Lane American Golden Lager Craft Beer,1.55,4.6,263,American-Style Lager,"Virginia, United States",,4.2%,,,,Pilsner Glass,35-40° F,99,4,
Evolution Lot No. 6 Double IPA,12.99,,,Imperial / Double IPA,"Maryland, United States",,8.5%,75,,,Snifter/Goblet/Chalice,45-50° F,,,
Shiner Weisse N'Easy Wheat,11.37,,,Witbier,"Texas, United States","Craft, Independent Craft Brewer",4%,10,"Crisp, Fruity, Sweet",,Snifter/Goblet/Chalice,45-50° F,95,2.9,
Liquid Mechanics Both Coast IPA,11.99,,,IPA,"Colorado, United States",,6.1%,40,,,Pint Glass,45-50° F,,,
Basic Seltzer Variety Pack,17.99,,,Hard Seltzer,United States,Variety Pack,4.5%,1,"Citrus, Crisp, Fresh, Grapefruit, Light, Smooth",,Snifter/Goblet/Chalice,40-45° F,90,1,Gluten Reduced
Bearded Iris Pep Talk,11.99,,,Pilsner,"Tennessee, United States",,4.2%,,,,Pilsner Glass,40-45° F,,,
Voodoo Ranger Imperial IPA,12.99,4.7,77,Imperial / Double IPA,"Colorado, United States",Craft,9%,70,"Bitter, Citrus, Hoppy, Strong","Cheese - Blue, Cheese - Creamy & Bloomy, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Cheese - Stinky, Cured Meats, Fish - Meaty & Oily, Mushrooms, Root Vegetables",Snifter/Goblet/Chalice,50-55° F,250,17,Kosher
Troegs Haze Charmer Hazy Pale Ale,2.99,,,Pale Ale,"Pennsylvania, United States",Craft,5.5%,,"Grapefruit, Peach, Pine",,Pint Glass,45-50° F,,,
Crosstown Brewing Siren Blonde Ale,11.24,,,Golden / Blonde Ale,"Tennessee, United States",,5.2%,,,,Pint Glass,45-50° F,,,
Green Flash Saturhaze IPA,11.15,,,New England / Hazy IPA,"California, United States",,4.2%,20,,,Snifter/Goblet/Chalice,45-50° F,,,
Citizen Ginger Love Seltzer,11.99,,,Hard Seltzer,"Vermont, United States","Craft, Independent Craft Brewer",5%,,"Apple, Balanced, Bold, Smooth, Spicy",,Snifter/Goblet/Chalice,40-45° F,100,2,Gluten-Free
Fall River Numb Numb Juice Hazy IPA,12.99,,,New England / Hazy IPA,"California, United States",,7.5%,33,,,Snifter/Goblet/Chalice,45-50° F,,,
Bearded Iris Another Suggestion DIPA,15.99,,,Imperial / Double IPA,"Tennessee, United States",,7.8%,,,,Snifter/Goblet/Chalice,45-50° F,,,
Tivoli Mountain Squeeze Juicy IPA,10.99,4,1,New England / Hazy IPA,"Colorado, United States",,6%,30,"Balanced, Bright, Melon - Honeydew, Pineapple, Stone Fruit, Tropical Fruit",,Snifter/Goblet/Chalice,45-50° F,,,
DC Brau Full Count Lager,13.99,,,Light Lager,"Washington, DC, United States",,4.5%,,,,Pilsner Glass,35-40° F,,,
Smithworks Hard Seltzer Lemonade Variety Pack,17.88,,,Hard Seltzer,United States,Variety Pack,5%,,"Fresh, Light, Smooth",,Snifter/Goblet/Chalice,40-45° F,100,1,
Urban South Pop! Tangerine Sour,12.74,,,Sour / Wild Ale,"California, United States",,6%,,,,,,,,
Golden Road Brewing Passion Wolf IPA,13.99,,,IPA,"California, United States",Craft,5%,30,"Bright, Citrus, Crisp, Fresh, Fruity, Passionfruit, Smooth, Tropical, Tropical Fruit",,Snifter/Goblet/Chalice,45-50° F,,,
"Urban South Paradise Park ""100""",19.49,,,Light Lager,"Louisiana, United States",,4%,,,,Pilsner Glass,35-40° F,,,
"Angry Orchard Peach Mango Hard Cider, Spiked",2.49,,,Cider,"New York, United States",,5%,,"Apple, Fruity, Peach",,,,,,Gluten-Free
Atlanta Hard Cider Pomegranate,14.29,,,Cider,"Georgia, United States","Craft, Independent Craft Brewer",5.9%,,"Apple, Dry, Sour, Tart","Cheese - Blue, Cheese - Hard Aged, Cured Meats, Duck & Game Bird, Fish - Meaty & Oily, Root Vegetables, Salads & Greens",,,,,Gluten-Free
Avery IPA,10.99,4.9,1,IPA,"Colorado, United States","Independent Craft Brewer, Craft",6.5%,69,"Bitter, Hoppy, Pine, Herbal","Fruit - Sweet, Tomatoes","Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Avery Hazyish IPA,11.99,4.8,1,IPA,"Colorado, United States","Independent Craft Brewer, Craft",6.5%,30,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Avery Brewing Hop Pack,20.99,,,Variety Pack Beer,"Colorado, United States","Craft, Seasonal, Variety Pack",6%,,,,,,,,
18th Street Brewery Candi Crushable,3.09,5,1,American Pale Ale,"Indiana, United States",Craft,5.5%,,,,Pint Glass,45-50° F,,,
Peak Organic The Juice,12.59,4.3,1,American Pale Ale,"Maine, United States",Craft,5.6%,,"Berry, Citrus, Hoppy",,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,Organic
AleSmith Clásico Mexican Lager,12.49,4.5,2,Lager,"California, United States","Craft, Independent Craft Brewer",5.2%,26,,,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",,,,
Avery Maharaja Imperial IPA,8.99,4.8,4,Imperial / Double IPA,"Colorado, United States","Independent Craft Brewer, Craft",10%,102,"Strong, Malty, Hoppy, Thick","Cheese - Nutty & Semi-Firm, Pork",Snifter/Goblet/Chalice,50-55° F,,,
Dos Equis Ambar,10.49,4.8,14,Amber / Vienna Lager,Mexico,,4.7%,22,"Caramel, Fresh, Honey, Roasted, Smooth, Toasty","Beef, Cheese - Nutty & Semi-Firm, Chicken, Fish - White, Pork","Pilsner Glass, Pint Glass",45-50° F,146,14,
Red Stripe,15.99,4.8,33,Pale Lager,Jamaica,,4.7%,23,"Light, Dry, Grainy",Nuts,Pint Glass,40-45° F,,,
Two Brothers Pinball Juicy Hop Pale Ale,10.49,,,Pale Ale,"Illinois, United States",Craft,5.4%,31,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
El Segundo Mayberry IPA,7.99,4.3,1,IPA,"California, United States",Craft,7.1%,51,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Bootstrap Brewing Stick's Pale Ale,10.99,,,Pale Ale,"Colorado, United States","Craft, Independent Craft Brewer",5.5%,36,"Balanced, Bright, Flavored, Rich","Beef, Chicken, Lamb","Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,Gluten Reduced
Around The Bend Vera Pistachio Cream Ale,10.69,4.3,1,Cream Ale,"Illinois, United States",Craft,5.2%,13,,,Pint Glass,45-50° F,,,
Central Waters Bourbon Barrel Stout,16.99,,,Imperial Stout,"Wisconsin, United States",Craft,9.5%,,,,Snifter/Goblet/Chalice,45-50° F,,,
Elysian Brewing Company Night Owl Pumpkin Ale,48.95,4.5,2,Seasonal Beer,"Washington, United States","Craft, Seasonal",6.3%,18,"Cinnamon, Nutmeg, Pumpkin",,,,,,
Citizen Ginger Love Seltzer,11.99,,,Hard Seltzer,"Vermont, United States","Craft, Independent Craft Brewer",5%,,"Apple, Balanced, Bold, Smooth, Spicy",,Snifter/Goblet/Chalice,40-45° F,100,2,Gluten-Free
Crosstown Brewing Siren Blonde Ale,11.24,,,Golden / Blonde Ale,"Tennessee, United States",,5.2%,,,,Pint Glass,45-50° F,,,
Shiner Weisse N'Easy Wheat,11.37,,,Witbier,"Texas, United States","Craft, Independent Craft Brewer",4%,10,"Crisp, Fruity, Sweet",,Snifter/Goblet/Chalice,45-50° F,95,2.9,
Evolution Lot No. 6 Double IPA,12.99,,,Imperial / Double IPA,"Maryland, United States",,8.5%,75,,,Snifter/Goblet/Chalice,45-50° F,,,
Two Roots Brewing Co. Enough Said - Non-Alcoholic Helles,11.99,4.3,1,Non-Alcoholic Beer,"California, United States",Non-Alcoholic,0.5%,,,,,,80,18,
Bearded Iris Another Suggestion DIPA,15.99,,,Imperial / Double IPA,"Tennessee, United States",,7.8%,,,,Snifter/Goblet/Chalice,45-50° F,,,
BrewDog USA Bushwood Beer - Caddyshack (Rotator),11.49,,,Pilsner,United States,,5%,,,,Snifter/Goblet/Chalice,45-50° F,142,12.5,
Stiegl Goldbrau,9.99,4.2,1,Helles Lager,Austria,Craft,4.9%,20,,,"Pint Glass, Stein/Pub Mug",40-45° F,,,
The Bruery Mischief,10.69,3.3,1,Belgian Strong Ale,"California, United States",Craft,8.5%,40,"Citrus, Crisp, Fruity, Melon, Pear, Pepper, Sweet","Chicken, Cured Meats, Fish - White, Fruit - Dried, Pork",Snifter/Goblet/Chalice,50-55° F,,,
AleSmith West Coast Style IPA,7.0,,,IPA,"California, United States","Craft, Independent Craft Brewer",7.25%,40,"Hoppy, Citrus, Balanced, Fresh","Cheese - Blue, Cured Meats, Salads & Greens","Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Allagash Saison,11.25,4,2,Saison / Farmhouse Ale,"Maine, United States",Independent Craft Brewer,6.1%,40,"Citrus, Earthy, Pepper, Spicy","Cheese - Creamy & Bloomy, Cheese - Fresh & Soft, Cheese - Stinky, Chicken, Cured Meats, Duck & Game Bird, Fish - Meaty & Oily, Fish - White, Fruit - Citrus, Mushrooms",Snifter/Goblet/Chalice,50-55° F,,,
Somersby Pear Cider,15.35,,,Cider,Denmark,,,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,Gluten Reduced
Zilker Marco IPA,11.29,,,IPA,"Texas, United States",Craft,7%,,"Earthy, Pine, Biscuit","Cured Meats, Cheese - Nutty & Semi-Firm","Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Pipeworks Lizard King,11.99,4.9,2,Pale Ale,"Illinois, United States",Craft,6%,36,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Dos Equis Lager Lime & Salt,10.69,4.6,6,Pale Lager,Mexico,,4.2%,10,"Citrus, Flavored, Fruity, Light",,,,135,12,
Tecate,12.99,4.6,37,American-Style Lager,Mexico,,4.5%,14,"Light, Grainy, Bready, Bright","Chicken, Salads & Greens",Pint Glass,35-40° F,,,
Dos Equis Ranch Water Variety,19.99,,,Variety Pack Beer,Mexico,,4.5%,,,,,,,,
Surly Xtra Citra Pale Ale,8.99,,,American Pale Ale,"Minnesota, United States","Craft, Independent Craft Brewer",4.5%,7,"Bold, Crisp, Fresh, Hoppy","Cheese - Fresh & Soft, Fish - White, Pork, Shellfish",Pint Glass,45-50° F,,,
Stone Ruination Double IPA,7.99,4.3,3,Imperial / Double IPA,"California, United States",Craft,7.7%,100,"Hoppy, Bitter, Pine, Citrus","Cheese - Hard Aged, Duck & Game Bird",Snifter/Goblet/Chalice,50-55° F,,,
Fair State Mirror Universe Hazy IPA,16.49,,,New England / Hazy IPA,"Minnesota, United States","Craft, Independent Craft Brewer",7%,,"Hoppy, Tropical",,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Tecate Alta,3.99,5,3,American-Style Lager,Mexico,,4%,5,"Balanced, Crisp",,Pilsner Glass,35-40° F,85,2.4,
Temperance Beer Co. Escapist IPA,11.99,4.5,1,IPA,"Illinois, United States",Independent Craft Brewer,6.7%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
"Wild Nectar Hard Juice Variety Pack, Passionfruit Lime and Strawberry Guava",17.48,,,Hard Seltzer,"Colorado, United States",Craft,5%,,"Guava, Fruity, Passionfruit","Cheese - Fresh & Soft, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Dessert - Vanilla & Caramel, Root Vegetables, Salads & Greens, Fruit - Citrus, Fruit - Sweet",,,,,Gluten-Free
Voodoo Hoodoo IPA,10.99,,,IPA,"Pennsylvania, United States",Craft,7.3%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Cigar City Home Made Apple Pie Cider,10.99,,,Cider,"Florida, United States",,5.5%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,Gluten Reduced
DuClaw Limited Series Tart IPA,12.99,,,IPA,"Maryland, United States",,7.1%,60,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Progression Evolve Double IPA,17.8,4,1,IPA,"Massachusetts, United States",Independent Craft Brewer,8%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Winter Hill Suburban Home,13.24,,,Pale Ale,"Massachusetts, United States",,4.8%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Ipswich 1620 IPA,12.8,4.8,1,IPA,"Massachusetts, United States",Independent Craft Brewer,6.3%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Burley Oak Sorry Chicky,17.72,4.6,2,Sour / Wild Ale,"Maryland, United States",Craft,4.4%,,,,"Snifter/Goblet/Chalice, Stange",45-50° F,,,
Florida Avenue Brewing Co. Passion Of The Heights Ale,9.99,4.1,1,Wheat Ale,"Florida, United States","Craft, Independent Craft Brewer",4.7%,,"Floral, Fruity, Tropical","Cheese - Fresh & Soft, Chicken, Salads & Greens",Pint Glass,45-50° F,,,
"Wild Nectar Hard Juice Variety Pack, Passionfruit Lime and Strawberry Guava",17.48,,,Hard Seltzer,"Colorado, United States",Craft,5%,,"Guava, Fruity, Passionfruit","Cheese - Fresh & Soft, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Dessert - Vanilla & Caramel, Root Vegetables, Salads & Greens, Fruit - Citrus, Fruit - Sweet",,,,,Gluten-Free
Prost Marzen Oktoberfest,10.99,4.7,1,Amber / Vienna Lager,"Colorado, United States","Craft, Independent Craft Brewer, Seasonal",5.8%,20,"Caramel, Crisp, Smooth, Toasty",,"Pint Glass, Stein/Pub Mug",45-50° F,175,,
Doc's Dry Hopped Apple Cider,6.59,4.5,1,Cider,"New York, United States",,6%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,Gluten Reduced
M.I.A Beer Company Miami Weiss,2.77,,,Hefeweizen,"Florida, United States",Craft,6%,,,,Weizen Glass,45-50° F,,,
Bolero Snort Fruity Pebbull,15.25,,,IPA,"New Jersey, United States",,6%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Hitachino Nest Yuzu Lager,19.99,,,American-Style Lager,Japan,Craft,5.5%,,,,Pint Glass,35-40° F,,,
Long Trail VT IPA,17.99,,,IPA,"Vermont, United States",,6%,30,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Flying Dog The Fear Imperial Pumpkin Ale,16.99,4.6,3,Spice / Herb / Vegetable Beer,"Maryland, United States",Craft,9%,45,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Buckler Non-Alcoholic Beer,8.97,4.8,7,Amber / Red Ale,Netherlands,"Craft, Non-Alcoholic",0.5%,12,"Bright, Grainy, Light","Nuts, Chicken",Pint Glass,35-40° F,,,Non-Alcoholic
Boulder Beer Hazed & Infused,10.88,,,Session IPA,"Colorado, United States",Independent Craft Brewer,5%,,,,Pint Glass,45-50° F,,,
Schlafly Raspberry Hefeweizen Beer,10.99,,,Hefeweizen,"Missouri, United States","Craft, Independent Craft Brewer, Seasonal",4.1%,16,"Balanced, Bright, Fresh, Fruity, Light, Smooth",,Pint Glass,45-50° F,,,
Heretic Chocolate Hazelnut Porter,6.99,,,Porter,United States,Independent Craft Brewer,7%,33,,,"Pint Glass, Stein/Pub Mug",45-50° F,,,
Russian River Temptation,15.99,,,Sour / Wild Ale,United States,,7.25%,,,,"Snifter/Goblet/Chalice, Stange",45-50° F,,,
Winter Hill Suburban Home,13.24,,,Pale Ale,"Massachusetts, United States",,4.8%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
DuClaw Limited Series Tart IPA,12.99,,,IPA,"Maryland, United States",,7.1%,60,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Great Lakes Conway's Irish Ale,10.99,,,Irish Red,"Ohio, United States",Craft,6.3%,25,"Biscuit, Caramel, Sweet, Toasty",Beef,Pint Glass,45-50° F,,,
Redd's Blueberry Ale,9.99,4,3,Pale Ale,United States,,5%,10,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Burley Oak Sorry Chicky,17.72,4.6,2,Sour / Wild Ale,"Maryland, United States",Craft,4.4%,,,,"Snifter/Goblet/Chalice, Stange",45-50° F,,,
Friends & Allies Fresh Coast IPA,11.49,5,1,IPA,"Texas, United States",Craft,7.5%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Van Steenberge Sampler,25.49,5,1,Variety Pack Beer,Belgium,"Craft, Variety Pack",12%,,,,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",,,,
Voodoo Hoodoo IPA,10.99,,,IPA,"Pennsylvania, United States",Craft,7.3%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
"Wild Nectar Hard Juice Variety Pack, Passionfruit Lime and Strawberry Guava",17.48,,,Hard Seltzer,"Colorado, United States",Craft,5%,,"Guava, Fruity, Passionfruit","Cheese - Fresh & Soft, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Dessert - Vanilla & Caramel, Root Vegetables, Salads & Greens, Fruit - Citrus, Fruit - Sweet",,,,,Gluten-Free
Florida Avenue Brewing Co. Passion Of The Heights Ale,9.99,4.1,1,Wheat Ale,"Florida, United States","Craft, Independent Craft Brewer",4.7%,,"Floral, Fruity, Tropical","Cheese - Fresh & Soft, Chicken, Salads & Greens",Pint Glass,45-50° F,,,
Long Trail VT IPA,17.99,,,IPA,"Vermont, United States",,6%,30,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Surly Xtra Citra Pale Ale,8.99,,,American Pale Ale,"Minnesota, United States","Craft, Independent Craft Brewer",4.5%,7,"Bold, Crisp, Fresh, Hoppy","Cheese - Fresh & Soft, Fish - White, Pork, Shellfish",Pint Glass,45-50° F,,,
Schneider Aventinus Weizen-Eisbock,5.88,4.5,2,Eisbock,Germany,Craft,12%,15,,,Snifter/Goblet/Chalice,50-55° F,,,
Pipeworks Lizard King,11.99,4.9,2,Pale Ale,"Illinois, United States",Craft,6%,36,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Zilker Marco IPA,11.29,,,IPA,"Texas, United States",Craft,7%,,"Earthy, Pine, Biscuit","Cured Meats, Cheese - Nutty & Semi-Firm","Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
Heretic Chocolate Hazelnut Porter,6.99,,,Porter,United States,Independent Craft Brewer,7%,33,,,"Pint Glass, Stein/Pub Mug",45-50° F,,,
Wachusett Wally,12.99,5,1,IPA,"Massachusetts, United States",Craft,7%,70,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
New Belgium Mountain Time Premium Lager,13.99,4.7,3,American-Style Lager,"Colorado, United States","Craft, Sustainable",4.4%,15,"Crisp, Light","Fruit - Citrus, Mushrooms, Root Vegetables, Salads & Greens",Pint Glass,40-45° F,130,10,Kosher
Real Ale Sampler Pack,10.07,4.5,2,Variety Pack Beer,"Texas, United States","Craft, Variety Pack",7.1%,,,,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",,,,
Russian River Temptation,15.99,,,Sour / Wild Ale,United States,,7.25%,,,,"Snifter/Goblet/Chalice, Stange",45-50° F,,,
Belching Beaver Honey,11.79,5,1,Wheat Ale,"California, United States",Craft,5.5%,19,,,Pint Glass,45-50° F,,,
Prost Marzen Oktoberfest,10.99,4.7,1,Amber / Vienna Lager,"Colorado, United States","Craft, Independent Craft Brewer, Seasonal",5.8%,20,"Caramel, Crisp, Smooth, Toasty",,"Pint Glass, Stein/Pub Mug",45-50° F,175,,
Ipswich 1620 IPA,12.8,4.8,1,IPA,"Massachusetts, United States",Independent Craft Brewer,6.3%,,,,"Pint Glass, Snifter/Goblet/Chalice",45-50° F,,,
